iter	RMSE
141	0.6135348782
142	0.6130542262
143	0.6125665077
144	0.6120849748
145	0.6115918918
146	0.6112074206
147	0.6106600597
148	0.6100914603
149	0.6097204898
150	0.6090162394
151	0.6085986199
152	0.6083307541
153	0.6080025644
154	0.6076188566
155	0.6069695063
156	0.6065576966
157	0.6060015851
158	0.6056542071
159	0.6050771798
160	0.6046472435
161	0.6043271009
162	0.6039139082
163	0.6037137413
164	0.6032016214
165	0.6027440768
166	0.6022379375
167	0.601723101
168	0.6014530024
169	0.601086434
170	0.6005579988
171	0.6001024951
172	0.5997227666
173	0.5993142329
174	0.5988839035
175	0.5980972214
176	0.5977616028
177	0.5971185371
178	0.5966058695
179	0.5961440812
180	0.5958025405
181	0.5952282332
182	0.5944213124
183	0.5939816932
184	0.5933312757
185	0.5926144483
186	0.5923755328
187	0.5920520017
188	0.5916721517
189	0.5910309897
190	0.590799381
191	0.5905584101
192	0.5903717807
193	0.5899753866
194	0.5896851128
195	0.5894302679
196	0.5889602768
197	0.5887809252
198	0.5885238507
199	0.5881821279
200	0.5876548065
201	0.5873762311
202	0.5870834178
203	0.5867663982
204	0.5864686996
205	0.5862898263
206	0.5859963075
207	0.5856351915
208	0.5853753554
209	0.585068273
210	0.5846112196
211	0.5843795241
212	0.5842695851
213	0.5839151458
214	0.5835233773
215	0.5831992289
216	0.5829576509
217	0.5827199948
218	0.5824770097
219	0.5820902885
220	0.5818333462
221	0.5816862865
222	0.5813822033
223	0.5811152201
224	0.5808573182
225	0.5806046549
226	0.5802275639
227	0.580070362
228	0.5797522687
229	0.5794553673
230	0.5792416981
231	0.5791171945
232	0.578874312
233	0.5784327157
234	0.5781632401
235	0.5779844254
236	0.5777357058
237	0.5773452852
238	0.5770675609
239	0.5769543542
240	0.5768460615
241	0.5765350495
242	0.5764175333
243	0.576263902
244	0.5760577181
245	0.5758520337
246	0.5755612496
247	0.5751574608
248	0.5749661886
249	0.5747917069
250	0.5745812668
251	0.5744213995
252	0.5741638027
253	0.5738706641
254	0.5737618404
255	0.5735718883
256	0.5734101286
257	0.573317685
258	0.5731966747
259	0.5730558616
260	0.5728489669
261	0.5725956636
262	0.5724272092
263	0.5722915591
264	0.5720776772
265	0.5719348127
266	0.5715939144
267	0.5713865203
268	0.5711384819
269	0.5708420138
270	0.5706718929
271	0.5705409459
272	0.5701932315
273	0.5699496579
274	0.5696787493
275	0.5693363411
276	0.5692121697
277	0.568725583
278	0.568466915
279	0.5682945441
280	0.5681435098
281	0.5679834368
282	0.5677501212
283	0.5675509468
284	0.5673070957
285	0.5670968454
286	0.5668377774
287	0.56662626
288	0.5662212563
289	0.5659765916
290	0.5658201021
291	0.5655102144
292	0.5652553543
293	0.5650853198
294	0.5649176006
295	0.5645784561
296	0.5643398537
297	0.5641036203
298	0.5638250265
299	0.5637146801
300	0.5634280496
301	0.5633683786
302	0.5631437235
303	0.5630059917
304	0.5627462662
305	0.562649381
306	0.5623993255
307	0.5622887719
308	0.5620629841
309	0.561815786
310	0.5616396235
311	0.5615436748
312	0.5614009089
313	0.5612178064
314	0.5610173806
315	0.5607939417
316	0.5606443798
317	0.5603458682
318	0.5600638409
319	0.5597792892
320	0.5595937373
321	0.5594840153
322	0.5592734857
323	0.5590923503
324	0.5588927546
325	0.5587559839
326	0.5586361561
327	0.5585337621
328	0.5582990497
329	0.5580582491
330	0.5579035557
331	0.5576424795
332	0.5574979355
333	0.5573438056
334	0.5570628128
335	0.5568610961
336	0.5567202393
337	0.5564095682
338	0.5562330252
339	0.5559459558
340	0.5557040344
341	0.5554075347
342	0.5551998552
343	0.5550473969
344	0.5548105574
345	0.5546431565
346	0.5545076798
347	0.5543771682
348	0.5541190583
349	0.5539685833
350	0.5538168984
351	0.553621951
352	0.5534465385
353	0.5531478714
354	0.5529053558
355	0.5527030271
356	0.5524604823
357	0.5522713557
358	0.5520227265
359	0.5518279982
360	0.5516855284
361	0.5514875425
362	0.5513867139
363	0.5511813862
364	0.5508581929
365	0.5506611167
366	0.550261388
367	0.550171776
368	0.550064479
369	0.5499182634
370	0.5497587887
371	0.5494449819
372	0.5493781358
373	0.5491347249
374	0.5489192968
375	0.5487153853
376	0.5485417652
377	0.5482936013
378	0.5482188995
379	0.5478977988
380	0.5476715555
381	0.5474593403
382	0.5472353153
383	0.5471547272
384	0.5469590174
385	0.5468010702
386	0.5465406233
387	0.5464291359
388	0.5461909079
389	0.5461071134
390	0.5460248287
391	0.5458026264
392	0.5455372792
393	0.5453750074
394	0.5450899516
395	0.5447980722
396	0.5443927432
397	0.5441709349
398	0.5440912579
399	0.5439771099
400	0.5437681875
401	0.5434737119
402	0.5433411249
403	0.5432624492
404	0.5429700343
405	0.5427394567
406	0.5425633357
407	0.5424031748
408	0.5421629599
409	0.5419340481
410	0.5418373796
411	0.5416917048
412	0.5415163986
413	0.5414219706
414	0.5411502641
415	0.540945219
416	0.5407457397
417	0.5406622281
418	0.5403808701
419	0.5401993718
420	0.5399693837
421	0.5396945936
422	0.5395662484
423	0.5393835856
424	0.539146431
425	0.539015727
426	0.5388727662
427	0.5388113666
428	0.5385692002
429	0.5383684514
430	0.5382083109
431	0.5380728933
432	0.5379389182
433	0.5377013774
434	0.5375200142
435	0.5373108691
436	0.5371732223
437	0.5369846474
438	0.5368972808
439	0.5366813566
440	0.5365043694
441	0.536303732
442	0.5362216337
443	0.5361901886
444	0.5359754771
445	0.5358385084
446	0.5356543762
447	0.535566385
448	0.5354075522
449	0.5352220195
450	0.5351130171
451	0.5350222549
452	0.5348749745
453	0.5346066377
454	0.534451253
455	0.5343075011
456	0.5342159573
457	0.5339766258
458	0.5338515519
459	0.5336176664
460	0.5334711678
461	0.533352251
462	0.5332302153
463	0.5330677895
464	0.5330359572
465	0.5329944375
466	0.5329060754
467	0.5326481687
468	0.5325234939
469	0.5324853376
470	0.5324126046
471	0.532188855
472	0.5320256501
473	0.5318104757
474	0.5315866217
475	0.5315306722
476	0.5313999526
477	0.5311820245
478	0.53107998
479	0.5309208961
480	0.53072033
481	0.5305680593
482	0.5303475413
483	0.5301418258
484	0.5297807484
485	0.5296181736
486	0.5294248006
487	0.5293592293
488	0.5292844811
489	0.5292099928
490	0.5290655461
491	0.5289132714
492	0.5287875813
493	0.5285582209
494	0.5284574132
495	0.5283600618
496	0.5281111099
497	0.5279690319
498	0.527901371
499	0.5278473491
500	0.5276291712
501	0.5274831563
502	0.5273744573
503	0.5273211001
504	0.5271561769
505	0.5269294563
506	0.5268152273
507	0.5267796326
508	0.5266355822
509	0.5264914644
510	0.5263278667
511	0.5260723897
512	0.5259633057
513	0.5257908211
514	0.5256149955
515	0.5255414819
516	0.5254209169
517	0.5253070202
518	0.5251013598
519	0.5249277951
520	0.524822817
521	0.5246996758
522	0.5245318887
523	0.5244988181
524	0.5242724381
525	0.524144831
526	0.5240419596
527	0.5239186708
528	0.5237834679
529	0.5236342725
530	0.5235300209
531	0.5234624043
532	0.5232953544
533	0.5231555914
534	0.5230933132
535	0.5230487958
536	0.522909389
537	0.5227071112
538	0.522623558
539	0.5225491338
540	0.5223997988
541	0.5221936286
542	0.5221157186
543	0.5220123005
544	0.5218710998
545	0.5218060778
546	0.5216763484
547	0.5215092883
548	0.521410748
549	0.5212836259
550	0.5211047424
551	0.521078281
552	0.5209923075
553	0.5208407713
554	0.5206722527
555	0.5204731217
556	0.5203808693
557	0.5202179479
558	0.5201309686
559	0.5199082592
560	0.5198018437
561	0.5194631075
562	0.5193872542
563	0.5193227324
564	0.5192458816
565	0.519154545
566	0.518960473
567	0.5188440688
568	0.5187129748
569	0.5185804676
570	0.5184355103
571	0.5183760034
572	0.5182794385
573	0.518129533
574	0.5180449884
575	0.5178680076
576	0.5176521619
577	0.5175307207
578	0.5173869513
579	0.5172186354
580	0.5170963974
581	0.517004068
582	0.5169576999
583	0.5167869153
584	0.5166288675
585	0.5163323185
586	0.5161958379
587	0.5160528131
588	0.5158575088
589	0.5156878341
590	0.5155357204
591	0.5154382316
592	0.5152680174
593	0.5151404749
594	0.5150226807
595	0.5148872218
596	0.51479045
597	0.5146284191
598	0.514375515
599	0.5143275108
600	0.5141351582
601	0.5140543934
602	0.5139694808
603	0.5138754371
604	0.5138045726
605	0.5136400181
606	0.5134518745
607	0.5134102502
608	0.5132346687
609	0.5131531445
610	0.5129902377
611	0.5128874599
612	0.5128296168
613	0.5126710297
614	0.5126428715
615	0.5123940109
616	0.5122289789
617	0.5121032734
618	0.5119524934
619	0.5116550206
620	0.5115502208
621	0.5114038993
622	0.5113665787
623	0.511257896
624	0.5112095974
625	0.5110250832
626	0.5109596794
627	0.5108591909
628	0.5106937319
629	0.5105796906
630	0.5105026346
631	0.5104182864
632	0.5103379333
633	0.5102219807
634	0.5100427808
635	0.5100196105
636	0.509893368
637	0.5097411029
638	0.5097112047
639	0.5095779064
640	0.5094653852
641	0.5093251109
642	0.5092100166
643	0.5089959801
644	0.5089716527
645	0.508808966
646	0.5086401514
647	0.5085303328
648	0.5084097569
649	0.5082917344
650	0.5082456225
651	0.5081151406
652	0.5080145472
653	0.5079352928
654	0.5078406989
655	0.5077353417
656	0.5075230329
657	0.5073805815
658	0.5073089931
659	0.5071872786
660	0.5070512611
661	0.5069192461
662	0.5067510047
663	0.5066753445
664	0.5065190811
665	0.5064236434
666	0.5063562764
667	0.5062750122
668	0.5061486689
669	0.5060791898
670	0.5059421595
671	0.5058760553
672	0.5058399161
673	0.505757941
674	0.5057230428
675	0.5054693818
676	0.5052389767
677	0.5051172666
678	0.5050784586
679	0.5050011726
680	0.5048983333
681	0.5047949228
682	0.5047154026
683	0.5045733873
684	0.5044890893
685	0.5043840485
686	0.5042980763
687	0.504159162
688	0.504074716
689	0.5039185699
690	0.5038600846
691	0.5037718998
692	0.5036822022
693	0.50363207
694	0.5035628794
695	0.5034177184
696	0.5033073843
697	0.5032495519
698	0.5031798552
699	0.5031142843
700	0.503003995
701	0.5029893488
702	0.5027834601
703	0.5027611664
704	0.5025985725
705	0.502478768
706	0.5023402155
707	0.5022527631
708	0.5021909909
709	0.5021580876
710	0.5020649818
711	0.5019953959
712	0.5019059338
713	0.5018503947
714	0.5017935919
715	0.5017789806
716	0.5017522611
717	0.501709912
718	0.5016197191
719	0.5015706841
720	0.5014592029
721	0.5014140249
722	0.5013338484
723	0.5012588737
724	0.5010771952
725	0.5009731871
726	0.5008158663
727	0.5007648478
728	0.5006209415
729	0.5005420233
730	0.500316207
731	0.500194677
732	0.500117373
733	0.4999861611
734	0.4998486947
735	0.4996580118
736	0.4995282686
737	0.4993029122
738	0.4992046519
739	0.4991317123
740	0.4990941364
741	0.4989900506
742	0.4989445838
743	0.4988199664
744	0.4986417122
745	0.4985580937
746	0.4984257041
747	0.4984077353
748	0.4983703471
749	0.4982656866
750	0.4981971968
751	0.4981492028
752	0.4981194118
753	0.4980211949
754	0.4978714224
755	0.4977222452
756	0.4976402118
757	0.4975385729
758	0.4974615923
759	0.4973480619
760	0.4972055394
761	0.4970683423
762	0.4969613878
763	0.4968506955
764	0.4966693728
765	0.4966142919
766	0.496504017
767	0.4964475426
768	0.4962626844
769	0.4961201498
770	0.4960121397
771	0.4958935503
772	0.4957616001
773	0.4955868105
774	0.4955020903
775	0.4954503057
776	0.4954200608
777	0.4953917086
778	0.4952693024
779	0.4952246662
780	0.4950980924
781	0.4950452748
782	0.4949091153
783	0.4948242565
784	0.4947047241
785	0.4946143713
786	0.4944591814
787	0.4943711414
788	0.4941986267
789	0.4941048116
790	0.4940397482
791	0.4939967478
792	0.4939271317
793	0.4938135534
794	0.4937407543
795	0.493663635
796	0.4936544872
797	0.4936155048
798	0.4935588026
799	0.4934478476
800	0.4934047443
801	0.4933412951
802	0.4932265605
803	0.4931802243
804	0.4931278659
805	0.4930685802
806	0.492949169
807	0.492874922
808	0.492847971
809	0.4928227475
810	0.4927980534
811	0.4926645031
812	0.4926215072
813	0.4925199188
814	0.4923901693
815	0.4923188542
816	0.4922153058
817	0.4921650149
818	0.4920918802
819	0.4919682118
820	0.4919403107
821	0.4918618881
822	0.4917639594
823	0.4916171265
824	0.4914220734
825	0.4913449007
826	0.4912559881
827	0.4911397133
828	0.4911107361
829	0.4910006165
830	0.4908960643
831	0.4908414468
832	0.4908130689
833	0.4906607315
834	0.4905432266
835	0.4903545458
836	0.4902545753
837	0.4901703245
838	0.4900942841
839	0.4900751905
840	0.4899912201
841	0.4898726201
842	0.4896719714
843	0.4896534011
844	0.489540331
845	0.4894819422
846	0.4893506771
847	0.4892918999
848	0.489221806
849	0.4891208361
850	0.4890112147
851	0.4889663701
852	0.4887944104
853	0.4886883286
854	0.4885934505
855	0.4884566269
856	0.4883664552
857	0.4882531939
858	0.4880993378
859	0.4880305712
860	0.487965979
861	0.4878904042
862	0.4877832335
863	0.4876984496
864	0.4876717522
865	0.4875937498
866	0.487427777
867	0.4873195662
868	0.4872735037
869	0.4872555454
870	0.4871678675
871	0.4871221724
872	0.4870498777
873	0.4869669041
874	0.4868459853
875	0.4867666684
876	0.4866550041
877	0.4865179721
878	0.4864528407
879	0.4863326504
880	0.4862799492
881	0.4862568693
882	0.4861926649
883	0.486103535
884	0.4860258068
885	0.4859762757
886	0.4858948542
887	0.4857762074
888	0.4856504904
889	0.4855420485
890	0.4855210399
891	0.4854346697
892	0.4852763967
893	0.4851455992
894	0.4850478334
895	0.4849595324
896	0.4848288805
897	0.4847334491
898	0.4846005292
899	0.4844964708
900	0.4844214941
901	0.4842439039
902	0.4842191146
903	0.4841399332
904	0.4840777146
905	0.4839727765
906	0.4839201038
907	0.4838110787
908	0.4836726002
909	0.4836637447
910	0.4835151919
911	0.4834189917
912	0.4833500894
913	0.4833256865
914	0.4832233625
915	0.4831295118
916	0.4830830423
917	0.4830031303
918	0.4829207046
919	0.4827763089
920	0.4827019296
921	0.4826431927
922	0.482527679
923	0.4823897819
924	0.4823811288
925	0.4823167138
926	0.4821899002
927	0.482118618
928	0.4820570055
929	0.4819790902
930	0.4819143819
931	0.4818029793
932	0.4817264047
933	0.4816356274
934	0.4815042384
935	0.481442863
936	0.4813523246
937	0.4812429757
938	0.4811185987
939	0.4809860335
940	0.4808224186
941	0.480757627
942	0.4806396191
943	0.4806042427
944	0.480494036
945	0.4804624603
946	0.4803655888
947	0.4802595358
948	0.4801667665
949	0.4800228751
950	0.4797935099
951	0.4797537579
952	0.4796617545
953	0.4796374933
954	0.4795992492
955	0.4795537634
956	0.4794866996
957	0.4794283491
958	0.4793957143
959	0.4793894388
960	0.4793291969
961	0.4792825354
962	0.4792178876
963	0.4790780113
964	0.4790318345
965	0.478919514
966	0.4788644754
967	0.4787211397
968	0.4786740387
969	0.4786263127
970	0.4784703045
971	0.4782890684
972	0.4782045301
973	0.4781620013
974	0.478009376
975	0.4779775695
976	0.4779041938
977	0.4778403344
978	0.4777387518
979	0.4776739539
980	0.4776431216
981	0.4774483053
982	0.4774073471
983	0.4773126358
984	0.4772514831
985	0.4771646653
986	0.4770470561
987	0.4769694185
988	0.4769179118
989	0.4768497584
990	0.476769606
991	0.4767422315
992	0.4767124693
993	0.476637284
994	0.4765919377
995	0.4764952204
996	0.4764262785
997	0.4763838531
998	0.476308533
999	0.4762254047
1000	0.4761512204
1001	0.4760840158
1002	0.4759828142
1003	0.4759166569
1004	0.4757383329
1005	0.4756849907
1006	0.4756555976
1007	0.4755532296
1008	0.4754619021
1009	0.4753974511
1010	0.4753293134
1011	0.4752234652
1012	0.4751535681
1013	0.4750813424
1014	0.474958926
1015	0.4748804506
1016	0.4747958909
1017	0.4747568223
1018	0.4746534353
1019	0.4746316906
1020	0.4745420144
1021	0.4744660532
1022	0.4743226632
1023	0.4742795341
1024	0.4742597196
1025	0.4742256045
1026	0.4740182159
1027	0.4739694422
1028	0.4739434662
1029	0.4738179707
1030	0.4736857712
1031	0.4736389337
1032	0.473598536
1033	0.473534282
1034	0.4734260998
1035	0.4733309685
1036	0.4732867592
1037	0.4731803773
1038	0.4730782432
1039	0.4729580959
1040	0.4729407261
1041	0.4729268119
1042	0.4728569701
1043	0.4727697504
1044	0.4727308401
1045	0.4726920558
1046	0.4726833176
1047	0.4724826895
1048	0.4723915156
1049	0.4722982989
1050	0.4721949583
1051	0.4721324436
1052	0.4721007791
1053	0.4720256685
1054	0.4719482156
1055	0.4718909135
1056	0.4718033192
1057	0.4716455928
1058	0.471571689
1059	0.4715255274
1060	0.4715017517
1061	0.4714941062
1062	0.4714618426
1063	0.4713646386
1064	0.4713328078
1065	0.4712789321
1066	0.4711797412
1067	0.4711100669
1068	0.4709693833
1069	0.4709304076
1070	0.4708535607
1071	0.4708110091
1072	0.4707243532
1073	0.470662813
1074	0.4706346064
1075	0.4705284202
1076	0.4703607819
1077	0.4703057252
1078	0.4701467878
1079	0.4700780959
1080	0.4700717246
1081	0.4700118348
1082	0.4698868505
1083	0.469774159
1084	0.4697691163
1085	0.4696771613
1086	0.4695948565
1087	0.469520059
1088	0.4693544356
1089	0.4692352778
1090	0.4691812867
1091	0.4690672451
1092	0.4689604468
1093	0.4689381257
1094	0.4689000835
1095	0.4688695993
1096	0.4688157002
1097	0.4687430501
1098	0.4686411027
1099	0.4685610461
1100	0.4684496225
1101	0.468444679
1102	0.4683660174
1103	0.468311472
1104	0.468214356
1105	0.4681721194
1106	0.4681014532
1107	0.4680205095
1108	0.4679406748
1109	0.4678692321
1110	0.4677460446
1111	0.4676669049
1112	0.4676002759
1113	0.4675319752
1114	0.4674151603
1115	0.4672893373
1116	0.4672625993
1117	0.4672297259
1118	0.467165942
1119	0.467134875
1120	0.4670906713
1121	0.4670423066
1122	0.4668918914
1123	0.4667930282
1124	0.4666711154
1125	0.4666206009
1126	0.4666015418
1127	0.4665026341
1128	0.4663980114
1129	0.4663572823
1130	0.466311367
1131	0.4662491963
1132	0.4660925634
1133	0.4660265195
1134	0.4659770347
1135	0.4659252197
1136	0.4658442823
1137	0.4657932597
1138	0.4657257362
1139	0.465613222
1140	0.4655641384
1141	0.4655011062
1142	0.465404005
1143	0.4653885806
1144	0.4652842482
1145	0.465277927
1146	0.4652452275
1147	0.4651741134
1148	0.4650937785
1149	0.465052491
1150	0.4650170071
1151	0.4649612205
1152	0.4649359529
1153	0.4648423083
1154	0.4647670043
1155	0.4646873594
1156	0.4645895565
1157	0.4644910106
1158	0.4644695623
1159	0.4643708758
1160	0.4642893296
1161	0.4642336528
1162	0.4641322979
1163	0.4641020891
1164	0.4640141375
1165	0.4639666741
1166	0.4638976355
1167	0.4638484406
1168	0.463774872
1169	0.4637516161
1170	0.4636700643
1171	0.4635850015
1172	0.4635433331
1173	0.4634862851
1174	0.4633671065
1175	0.4633256438
1176	0.46325991
1177	0.4632227875
1178	0.4630619209
1179	0.4629442168
1180	0.4628701719
1181	0.4628264569
1182	0.4627442644
1183	0.4626911207
1184	0.4626433651
1185	0.4625699893
1186	0.4625222865
1187	0.4624691693
1188	0.4624214118
1189	0.4622854804
1190	0.4620858104
1191	0.462043277
1192	0.4619641932
1193	0.4618950748
1194	0.4618579363
1195	0.461765638
1196	0.4617320701
1197	0.4616578662
1198	0.4616380947
1199	0.4615902614
1200	0.4615141679
1201	0.4614252925
1202	0.4613527647
1203	0.4613021029
1204	0.4612139536
1205	0.46116194
1206	0.4611099838
1207	0.4610213936
1208	0.4609286444
1209	0.4607992077
1210	0.4607247847
1211	0.460677697
1212	0.4606424556
1213	0.4605685689
1214	0.4605140211
1215	0.4604510761
1216	0.4604247132
1217	0.4603723576
1218	0.4603309608
1219	0.4602184342
1220	0.460167849
1221	0.4601482793
1222	0.4600682689
1223	0.4600175203
1224	0.4599336002
1225	0.4598753527
1226	0.4597502455
1227	0.4596639332
1228	0.4596465435
1229	0.459588254
1230	0.4595355896
1231	0.459520137
1232	0.4594922956
1233	0.4594006926
1234	0.4593457062
1235	0.4592669814
1236	0.4592499865
1237	0.4591737228
1238	0.4590963771
1239	0.4590471427
1240	0.4589212894
1241	0.4588017464
1242	0.458712103
1243	0.4586608717
1244	0.4585975984
1245	0.45852927
1246	0.4585124841
1247	0.4584292973
1248	0.4583515299
1249	0.4583030719
1250	0.4582065631
1251	0.4581976885
1252	0.4580541291
1253	0.4579941718
1254	0.4579667433
1255	0.4579511742
1256	0.4579073288
1257	0.4578710323
1258	0.457834944
1259	0.4577584694
1260	0.4576868098
1261	0.4576241834
1262	0.4575742505
1263	0.4575153933
1264	0.4574811323
1265	0.457398668
1266	0.4573389848
1267	0.4571920719
1268	0.4570025649
1269	0.4569446313
1270	0.4569355471
1271	0.456872645
1272	0.4568373848
1273	0.4567357299
1274	0.4566827128
1275	0.4566385282
1276	0.4566170162
1277	0.4565492236
1278	0.4565081982
1279	0.4564748134
1280	0.4564216565
1281	0.4563738355
1282	0.4563322931
1283	0.4562784691
1284	0.4562535363
1285	0.4561897456
1286	0.456145763
1287	0.456104397
1288	0.4560228035
1289	0.4559714031
1290	0.4559127101
1291	0.4558318052
1292	0.4557777547
1293	0.4556937462
1294	0.4556818358
1295	0.4556337228
1296	0.4556071011
1297	0.4555615968
1298	0.4555566596
1299	0.4554275627
1300	0.4554053043
1301	0.4553540535
1302	0.4552964123
1303	0.45516389
1304	0.4551406083
1305	0.4550074228
1306	0.4549670578
1307	0.4549076435
1308	0.4548629367
1309	0.4547886858
1310	0.45474784
1311	0.4546623623
1312	0.4546390037
1313	0.4545997857
1314	0.4545898256
1315	0.4545009598
1316	0.4544699877
1317	0.454365655
1318	0.4543515047
1319	0.4542796207
1320	0.454171734
1321	0.4541327548
1322	0.4540819669
1323	0.4540613862
1324	0.4539401609
1325	0.4538803655
1326	0.4538161835
1327	0.4537755444
1328	0.4536964937
1329	0.45363718
1330	0.4535451893
1331	0.4535034213
1332	0.453416114
1333	0.4533795057
1334	0.4533272311
1335	0.4532498664
1336	0.4531739183
1337	0.4531256786
1338	0.4530406817
1339	0.4529675471
1340	0.4528446928
1341	0.4528134648
1342	0.452733567
1343	0.4526504487
1344	0.4525314348
1345	0.4525056089
1346	0.4524547618
1347	0.4523951885
1348	0.452322133
1349	0.4522771936
1350	0.4522286875
1351	0.4522249343
1352	0.4522054119
1353	0.4521068293
1354	0.4520794865
1355	0.4520441473
1356	0.4519237387
1357	0.4518723159
1358	0.4518190115
1359	0.4517885522
1360	0.4516773145
1361	0.4515751726
1362	0.4515532651
1363	0.4514799042
1364	0.4514081722
1365	0.4513972935
1366	0.4513921122
1367	0.4513690039
1368	0.4513046081
1369	0.4511320225
1370	0.4510617684
1371	0.4510378731
1372	0.4509986375
1373	0.4509147565
1374	0.45086151
1375	0.4507928778
1376	0.450730197
1377	0.4506634775
1378	0.4505858146
1379	0.4505417351
1380	0.450489908
1381	0.4504063266
1382	0.450228191
1383	0.4501094661
1384	0.4500783592
1385	0.4500586941
1386	0.4500325463
1387	0.4499839396
1388	0.449904004
1389	0.449819456
1390	0.4497846782
1391	0.4496991791
1392	0.4496321029
1393	0.4495827541
1394	0.4494882885
1395	0.4494263171
1396	0.4493730245
1397	0.4493077076
1398	0.4492104065
1399	0.4491477708
1400	0.4490667162
1401	0.4490252236
1402	0.4488867026
1403	0.4488391651
1404	0.4487305793
1405	0.4486702879
1406	0.4486309966
1407	0.448556034
1408	0.4485059917
1409	0.4484475925
1410	0.4483446595
1411	0.4483261267
1412	0.4482336639
1413	0.4481987645
1414	0.4481174644
1415	0.4480839669
1416	0.4480304917
1417	0.4479525943
1418	0.4479403514
1419	0.4478767185
1420	0.447851811
1421	0.4478323115
1422	0.4478004861
1423	0.4477694202
1424	0.447719541
1425	0.4475456035
1426	0.4475082747
1427	0.4474187362
1428	0.4473453118
1429	0.4473032092
1430	0.4472046131
1431	0.447145004
1432	0.4470374054
1433	0.4469870415
1434	0.4468988451
1435	0.4468724844
1436	0.4467822774
1437	0.4467284277
1438	0.4465981236
1439	0.4465739345
1440	0.4464943172
1441	0.4464332378
1442	0.4464029006
1443	0.4463748137
1444	0.4463090855
1445	0.4461931964
1446	0.4460953261
1447	0.4460473963
1448	0.4459760597
1449	0.445896176
1450	0.4458528061
1451	0.4457858413
1452	0.4457424426
1453	0.445702068
1454	0.4456609713
1455	0.4456243722
1456	0.4455868626
1457	0.4454771216
1458	0.4454037045
1459	0.4453758578
1460	0.4453346674
1461	0.4451443045
1462	0.4450442555
1463	0.4450163289
1464	0.4449680959
1465	0.4449620885
1466	0.4449142049
1467	0.4448289931
1468	0.4447636926
1469	0.444687072
1470	0.444620914
1471	0.4445842208
1472	0.4445540937
1473	0.4444980594
1474	0.44446835
1475	0.4444637743
1476	0.4443599318
1477	0.4443150532
1478	0.4442405445
1479	0.4441466315
1480	0.4440301868
1481	0.4439279915
1482	0.4438829129
1483	0.4437825797
1484	0.4437259287
1485	0.443665662
1486	0.4435267728
1487	0.4434469092
1488	0.4433863756
1489	0.4433367579
1490	0.4433003986
1491	0.4432175862
1492	0.4431044394
1493	0.4430457591
1494	0.4429690021
1495	0.4429054236
1496	0.4427979126
1497	0.4426530953
1498	0.4425990408
1499	0.4425464035
1500	0.4425000417
1501	0.4424608462
1502	0.4423555569
1503	0.4423124375
1504	0.4422692661
1505	0.4421879156
1506	0.4420606163
1507	0.4420468838
1508	0.4420384522
1509	0.4420299761
1510	0.4419713901
1511	0.4419256611
